age,hero,points,date,new,event
Adult,"Katsu, the Wanderer",100,2021-07-29,,
Adult,"Dash, Inventor Extraordinaire",40,2021-07-29,,
Adult,Dorinthea Ironsong,40,2021-07-29,,
Adult,"Azalea, Ace in the Hole",0,2021-07-29,,
Adult,"Ser Boltyn, Breaker of Dawn",0,2021-07-29,,
Adult,"Bravo, Showstopper",0,2021-07-29,,
Adult,"Chane, Bound by Shadow",0,2021-07-29,,
Adult,"Kano, Dracai of Aether",0,2021-07-29,,
Adult,"Levia, Shadowborn Abomination",0,2021-07-29,,
Adult,"Prism, Sculptor of Arc Light",0,2021-07-29,,
Adult,"Rhinar, Reckless Rampage",0,2021-07-29,,
Adult,"Viserai, Rune Blood",0,2021-07-29,,
Adult,"Azalea, Ace in the Hole",0,2021-09-15,,
Adult,"Ser Boltyn, Breaker of Dawn",120,2021-09-15,,
Adult,"Bravo, Showstopper",108,2021-09-15,,
Adult,"Chane, Bound by Shadow",402,2021-09-15,,
Adult,"Dash, Inventor Extraordinaire",100,2021-09-15,,
Adult,Dorinthea Ironsong,118,2021-09-15,,
Adult,"Kano, Dracai of Aether",6,2021-09-15,,
Adult,"Katsu, the Wanderer",274,2021-09-15,,
Adult,"Levia, Shadowborn Abomination",0,2021-09-15,,
Adult,"Prism, Sculptor of Arc Light",172,2021-09-15,,
Adult,"Rhinar, Reckless Rampage",24,2021-09-15,,
Adult,"Viserai, Rune Blood",12,2021-09-15,,
Adult,"Azalea, Ace in the Hole",0,2021-12-14,,
Adult,"Ser Boltyn, Breaker of Dawn",140,2021-12-14,,
Adult,"Bravo, Showstopper",148,2021-12-14,,
Adult,"Chane, Bound by Shadow",442,2021-12-14,,
Adult,"Dash, Inventor Extraordinaire",120,2021-12-14,,
Adult,Dorinthea Ironsong,138,2021-12-14,,
Adult,"Kano, Dracai of Aether",26,2021-12-14,,
Adult,"Katsu, the Wanderer",294,2021-12-14,,
Adult,"Levia, Shadowborn Abomination",0,2021-12-14,,
Adult,"Prism, Sculptor of Arc Light",172,2021-12-14,,
Adult,"Rhinar, Reckless Rampage",24,2021-12-14,,
Adult,"Viserai, Rune Blood",12,2021-12-14,,
Adult,"Briar, Warden of Thorns",400,2021-12-14,NEW,
Adult,"Oldhim, Grandfather of Eternity",120,2021-12-14,NEW,
Adult,"Lexi, Livewire",40,2021-12-14,NEW,
Young,"Ira, Crimson Haze",196,2021-07-29,,
Young,Chane,63,2021-07-29,,
Young,Dorinthea,48,2021-07-29,,
Young,Kano,33,2021-07-29,,
Young,Bravo,21,2021-07-29,,
Young,Boltyn,12,2021-07-29,,
Young,Prism,12,2021-07-29,,
Young,Dash,3,2021-07-29,,
Young,"Kassai, Cintari Sellsword",3,2021-07-29,,
Young,Katsu,3,2021-07-29,,
Young,Viserai,3,2021-07-29,,
Young,Azalea,0,2021-07-29,,
Young,"Benji, the Piercing Wind",0,2021-07-29,,
Young,Data Doll MKII,0,2021-07-29,,
Young,"Kavdaen, Trader of Skins",0,2021-07-29,,
Young,"Kayo, Berserker Runt",0,2021-07-29,,
Young,Levia,0,2021-07-29,,
Young,Rhinar,0,2021-07-29,,
Young,"Shiyana, Diamond Gemini",0,2021-07-29,,
Adult,"Bravo, Star of the Show",552,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Chane, Bound by Shadow",526,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Prism, Sculptor of Arc Light",470,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Briar, Warden of Thorns",424,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Katsu, the Wanderer",330,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Viserai, Rune Blood",208,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Bravo, Showstopper",172,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Ser Boltyn, Breaker of Dawn",152,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,Dorinthea Ironsong,150,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Oldhim, Grandfather of Eternity",150,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Dash, Inventor Extraordinaire",144,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Lexi, Livewire",82,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Rhinar, Reckless Rampage",30,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Kano, Dracai of Aether",26,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Azalea, Ace in the Hole",0,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Levia, Shadowborn Abomination",0,2022-03-10,,"ProQuest seson 1, wk 3"
Adult,"Bravo, Star of the Show",814,2022-03-21,,The Calling Indianapolis
Adult,"Prism, Sculptor of Arc Light",560,2022-03-21,,The Calling Indianapolis
Adult,"Chane, Bound by Shadow",556,2022-03-21,,The Calling Indianapolis
Adult,"Briar, Warden of Thorns",430,2022-03-21,,The Calling Indianapolis
Adult,"Katsu, the Wanderer",330,2022-03-21,,The Calling Indianapolis
Adult,"Viserai, Rune Blood",274,2022-03-21,,The Calling Indianapolis
Adult,"Bravo, Showstopper",172,2022-03-21,,The Calling Indianapolis
Adult,"Ser Boltyn, Breaker of Dawn",152,2022-03-21,,The Calling Indianapolis
Adult,Dorinthea Ironsong,150,2022-03-21,,The Calling Indianapolis
Adult,"Oldhim, Grandfather of Eternity",150,2022-03-21,,The Calling Indianapolis
Adult,"Dash, Inventor Extraordinaire",144,2022-03-21,,The Calling Indianapolis
Adult,"Lexi, Livewire",94,2022-03-21,,The Calling Indianapolis
Adult,"Kano, Dracai of Aether",32,2022-03-21,,The Calling Indianapolis
Adult,"Rhinar, Reckless Rampage",30,2022-03-21,,The Calling Indianapolis
Adult,"Azalea, Ace in the Hole",0,2022-03-21,,The Calling Indianapolis
Adult,"Levia, Shadowborn Abomination",0,2022-03-21,,The Calling Indianapolis
Young,Viserai,503,2022-03-21,,Unkown
Young,Oldhim,328,2022-03-21,,Unkown
Young,"Ira, Crimson Haze",286,2022-03-21,,Unkown
Young,Dorinthea,179,2022-03-21,,Unkown
Young,Kano,177,2022-03-21,,Unkown
Young,"Kassai, Cintari Sellsword",162,2022-03-21,,Unkown
Young,Briar,131,2022-03-21,,Unkown
Young,Chane,109,2022-03-21,,Unkown
Young,Rhinar,68,2022-03-21,,Unkown
Young,Iyslander,50,2022-03-21,,Unkown
Young,Dash,47,2022-03-21,,Unkown
Young,Bravo,46,2022-03-21,,Unkown
Young,Prism,33,2022-03-21,,Unkown
Young,Lexi,22,2022-03-21,,Unkown
Young,Boltyn,15,2022-03-21,,Unkown
Young,Levia,13,2022-03-21,,Unkown
Young,"Benji, the Piercing Wind",5,2022-03-21,,Unkown
Young,Katsu,5,2022-03-21,,Unkown
Young,Azalea,0,2022-03-21,,Unkown
Young,Data Doll MKII,0,2022-03-21,,Unkown
Young,Genis Wotchuneed,0,2022-03-21,,Unkown
Young,"Kavdaen, Trader of Skins",0,2022-03-21,,Unkown
Young,"Kayo, Berserker Runt",0,2022-03-21,,Unkown
Young,"Shiyana, Diamond Gemini",0,2022-03-21,,Unkown
Young,Valda Brightaxe,0,2022-03-21,,Unkown
Adult,"Bravo, Star of the Show",974,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Prism, Sculptor of Arc Light",620,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Chane, Bound by Shadow",556,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Briar, Warden of Thorns",430,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Katsu, the Wanderer",330,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Viserai, Rune Blood",274,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Bravo, Showstopper",172,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Ser Boltyn, Breaker of Dawn",152,2022-05-02,,Battle Hardened Pittsburgh
Adult,Dorinthea Ironsong,150,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Oldhim, Grandfather of Eternity",150,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Dash, Inventor Extraordinaire",144,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Lexi, Livewire",94,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Kano, Dracai of Aether",32,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Rhinar, Reckless Rampage",30,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Azalea, Ace in the Hole",0,2022-05-02,,Battle Hardened Pittsburgh
Adult,"Levia, Shadowborn Abomination",0,2022-05-02,,Battle Hardened Pittsburgh
Young,Viserai,509,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Oldhim,336,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,"Ira, Crimson Haze",286,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Dorinthea,179,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Kano,177,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,"Kassai, Cintari Sellsword",166,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Briar,131,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Chane,109,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Rhinar,68,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Iyslander,52,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Dash,47,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Bravo,46,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Prism,33,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Lexi,22,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Boltyn,15,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Levia,13,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,"Benji, the Piercing Wind",5,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Katsu,5,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Valda Brightaxe,2,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Azalea,0,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Data Doll MKII,0,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,Genis Wotchuneed,0,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,"Kavdaen, Trader of Skins",0,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,"Kayo, Berserker Runt",0,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Young,"Shiyana, Diamond Gemini",0,2022-04-25,,Battle Hardened Taiwan / Frankfurt
Adult,"Bravo, Star of the Show",1098,2022-05-16,,"ProQuest S2, week 1"
Adult,"Chane, Bound by Shadow",808,2022-05-16,,"ProQuest S2, week 1"
Adult,"Prism, Sculptor of Arc Light",640,2022-05-16,,"ProQuest S2, week 1"
Adult,"Briar, Warden of Thorns",446,2022-05-16,,"ProQuest S2, week 1"
Adult,"Katsu, the Wanderer",338,2022-05-16,,"ProQuest S2, week 1"
Adult,"Viserai, Rune Blood",278,2022-05-16,,"ProQuest S2, week 1"
Adult,"Bravo, Showstopper",172,2022-05-16,,"ProQuest S2, week 1"
Adult,"Ser Boltyn, Breaker of Dawn",152,2022-05-16,,"ProQuest S2, week 1"
Adult,Dorinthea Ironsong,150,2022-05-16,,"ProQuest S2, week 1"
Adult,"Oldhim, Grandfather of Eternity",150,2022-05-16,,"ProQuest S2, week 1"
Adult,"Dash, Inventor Extraordinaire",144,2022-05-16,,"ProQuest S2, week 1"
Adult,"Lexi, Livewire",98,2022-05-16,,"ProQuest S2, week 1"
Adult,"Rhinar, Reckless Rampage",34,2022-05-16,,"ProQuest S2, week 1"
Adult,"Kano, Dracai of Aether",32,2022-05-16,,"ProQuest S2, week 1"
Adult,"Azalea, Ace in the Hole",0,2022-05-16,,"ProQuest S2, week 1"
Adult,"Levia, Shadowborn Abomination",0,2022-05-16,,"ProQuest S2, week 1"
Young,Viserai,509,2022-05-16,,Battle Hardened New Jersey
Young,Oldhim,366,2022-05-16,,Battle Hardened New Jersey
Young,"Ira, Crimson Haze",286,2022-05-16,,Battle Hardened New Jersey
Young,Dorinthea,179,2022-05-16,,Battle Hardened New Jersey
Young,Kano,177,2022-05-16,,Battle Hardened New Jersey
Young,"Kassai, Cintari Sellsword",166,2022-05-16,,Battle Hardened New Jersey
Young,Briar,131,2022-05-16,,Battle Hardened New Jersey
Young,Chane,109,2022-05-16,,Battle Hardened New Jersey
Young,Rhinar,68,2022-05-16,,Battle Hardened New Jersey
Young,Iyslander,52,2022-05-16,,Battle Hardened New Jersey
Young,Dash,47,2022-05-16,,Battle Hardened New Jersey
Young,Bravo,46,2022-05-16,,Battle Hardened New Jersey
Young,Prism,33,2022-05-16,,Battle Hardened New Jersey
Young,Lexi,22,2022-05-16,,Battle Hardened New Jersey
Young,Boltyn,15,2022-05-16,,Battle Hardened New Jersey
Young,Levia,13,2022-05-16,,Battle Hardened New Jersey
Young,"Benji, the Piercing Wind",5,2022-05-16,,Battle Hardened New Jersey
Young,Katsu,5,2022-05-16,,Battle Hardened New Jersey
Young,Valda Brightaxe,2,2022-05-16,,Battle Hardened New Jersey
Young,Azalea,0,2022-05-16,,Battle Hardened New Jersey
Young,Data Doll MKII,0,2022-05-16,,Battle Hardened New Jersey
Young,Genis Wotchuneed,0,2022-05-16,,Battle Hardened New Jersey
Young,"Kavdaen, Trader of Skins",0,2022-05-16,,Battle Hardened New Jersey
Young,"Kayo, Berserker Runt",0,2022-05-16,,Battle Hardened New Jersey
Young,"Shiyana, Diamond Gemini",0,2022-05-16,,Battle Hardened New Jersey
Adult,"Bravo, Star of the Show",1390,2022-06-01,,"ProQuest S2, week 3"
Adult,"Chane, Bound by Shadow",988,2022-06-01,,"ProQuest S2, week 3"
Adult,"Prism, Sculptor of Arc Light",780,2022-06-01,,"ProQuest S2, week 3"
Adult,"Briar, Warden of Thorns",522,2022-06-01,,"ProQuest S2, week 3"
Adult,"Katsu, the Wanderer",342,2022-06-01,,"ProQuest S2, week 3"
Adult,"Viserai, Rune Blood",278,2022-06-01,,"ProQuest S2, week 3"
Adult,"Bravo, Showstopper",180,2022-06-01,,"ProQuest S2, week 3"
Adult,Dorinthea Ironsong,158,2022-06-01,,"ProQuest S2, week 3"
Adult,"Oldhim, Grandfather of Eternity",158,2022-06-01,,"ProQuest S2, week 3"
Adult,"Dash, Inventor Extraordinaire",156,2022-06-01,,"ProQuest S2, week 3"
Adult,"Ser Boltyn, Breaker of Dawn",156,2022-06-01,,"ProQuest S2, week 3"
Adult,"Lexi, Livewire",122,2022-06-01,,"ProQuest S2, week 3"
Adult,"Rhinar, Reckless Rampage",42,2022-06-01,,"ProQuest S2, week 3"
Adult,"Kano, Dracai of Aether",32,2022-06-01,,"ProQuest S2, week 3"
Adult,"Levia, Shadowborn Abomination",4,2022-06-01,,"ProQuest S2, week 3"
Adult,"Azalea, Ace in the Hole",0,2022-06-01,,"ProQuest S2, week 3"
Adult,"Bravo, Star of the Show",1582,2022-06-13,,Battle Hardened at World Premiere Weekend
Adult,"Chane, Bound by Shadow",1102,2022-06-13,,Battle Hardened at World Premiere Weekend
